Ref_Interne; Materiel; NumeroSerie; Type; Marque; Quantite; DataAchat; PrixAchat; DateSortie; QuantiteSortie; NatureSortie; QuantiteRestante; DureeUtilisationPrevisionelle; FequenceUtilisation; LieuStockage; nom; 
BRICO_A_011; Jeu de 7 forets SDS-PLUS 6/7/8/10/11/12/14X100X160 pour perforateur SDS-PLUS; NA; LONGLIFE; BOSCH; 6; 2000-01-01; 2; 2000-01-01; 0; NA; 6; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_012; Foret SDS-PLUS S4 16X400X450 QUADRO X double helice pour perforateur SDS-PLUS; NA; Quadro-X; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_013; Foret SDS-PLUS S4 18X400X450 QUADRO X double helice pour perforateur SDS-PLUS; NA; Quadro-X; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_014; Foret SDS-PLUS S4 20X400X450 QUADRO X double helice pour perforateur SDS-PLUS; NA; Quadro-X; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_015; Foret SDS-PLUS S4 22X400X450 QUADRO X double helice pour perforateur SDS-PLUS; NA; Quadro-X; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_016; Foret SDS-PLUS S4 24X400X450 QUADRO X double helice pour perforateur SDS-PLUS; NA; Quadro-X; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_017; Coffret d'embout de vissage (29 pieces + 1 porte embout) pour perceuse-visseuse DS14DVF; NA; Coffret 31 embouts; PINACOTTE; 2; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_018; Foret SDS-MAX 25X450X570 QUADRO X pour DH38MSLA; NA; 750934; HITACHI; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_019; Foret SDS-MAX 30X450X570 QUADRO X pour DH38MSLA; NA; Quadro-X; BOSCH; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_021; Foret SDS-MAX 40X450X570 QUADRO X pour DH38MSLA; NA; Quadro-X; BOSCH; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_022; Boite de 16 forets : 5 beton (4,5,6,8,10mm) + 5 bois (3,4,5,6,8 mm) 6 acier (2,3,4,5,6,8 mm) pour perceuse-visseuse ou perforateur; NA; BOX PERCU 23; HITACHI; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_035; Lot de 3 burins (pointu, plat, beche) SDS-PLUS 250mm longueur; NA; ; BOSCH; 2; 2000-01-01; 2; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_037; Disque diamant 125mm pour meuleuse; NA; ; BOSCH; 1; 2000-01-01; 2; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_038; burin special carrelage SDS-PLUS 250mm longueur 40; ; ; ; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_039; SDS-MAX burin pointu longueur : 400mm; ; ; ; 3; 2000-01-01; 3; 2000-01-01; 0; NA; 3; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_040; SDS-MAX burin plat longueur : 400mm; ; ; ; 3; 2000-01-01; 3; 2000-01-01; 0; NA; 3; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_041; Charrue labour avec adaptateur pour motobineuse; ; ; ; 1; 2000-01-01; 6; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_042; Meche diametre 90 mm pour tariere; ; ; ; 1; 2000-01-01; 5; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_043; Meche Diametre 200 mm pour tariere; ; ; ; 1; 2000-01-01; 5; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_044; Tete universelle debrousailleuse special pro; ; ; ; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_047; Lame scie sabre 200 mm diamant pour metal et carrelage (ref. 800RGD); ; ; ; 1; 2000-01-01; 5; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_049; Disque diamant 230mm pour meuleuse; ; ; ; 1; 2000-01-01; 6; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_050; Rallonge Tarriere; ; ; ; 2; 2000-01-01; 1; 2000-01-01; 0; NA; 2; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_052; Couronne de forage ?á eau diamant?®e diametre 62 mm; ; ; ; 1; 2000-01-01; 11; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_053; Couronne de forage ?á eau diamant?®e diametre 127; ; ; ; 1; 2000-01-01; 14; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_054; SDS-MAX burin special carrelage longueur : 400mm; ; ; ; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_055; SDS-MAX burin plat large (40mm) longueur : 400mm; ; ; ; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_056; Nettoyeur de surface FR 30 Karcher; ; ; KARCHER; 1; 2000-01-01; 3; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_057; lance telescopique extensible en continu de 1,8 ?ï¿½ 5,4 m avec buse basse pression pour nettoyeur Haute pression karcher; NA; Lance; KARCHER; 1; 2000-01-01; 7; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_058; Buse pour arrosage de jardin; ; ; ; 1; 2000-01-01; 0; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_059; herisson ramonage - rond - diametre 80mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_060; herisson ramonage - rond - diametre 100mm pour VMC - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_061; herisson ramonage - rond - diametre 111mm pour VMC - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_063; herisson ramonage - rond - diametre 125mm pour VMC - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_064; herisson ramonage - rond - diametre 139mm pour VMC - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_065; herisson ramonage - rond - diametre 150mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_066; herisson ramonage - rond - diametre 180mm - nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_067; herisson ramonage - rond - diametre 200mm - nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_068; herisson ramonage - rond - diametre 200mm - metal; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_069; herisson ramonage - rond - diametre 230mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_070; herisson ramonage - rond - diametre 250mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_071; herisson ramonage - rond - diametre 280mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_072; herisson ramonage - rond - diametre 300mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_073; herisson ramonage - rond - diametre 300mm - Metal; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_074; herisson ramonage - rond - diametre 330mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_075; herisson ramonage - rond - diametre 350mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_076; herisson ramonage - rond - diametre 400mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_077; herisson ramonage - rond - diametre 500mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_078; herisson ramonage - rond - diametre 600mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_079; herisson ramonage - rond - diametre 800mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_080; herisson ramonage - carre- 200mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_081; herisson ramonage - carre- 250mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_082; herisson ramonage - carre- 300mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_083; herisson ramonage - carre- 400mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_084; herisson ramonage - carre- 500mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_085; herisson ramonage - rectangulaire - 200mm x 300mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_086; herisson ramonage - rectangulaire - 200mm x 400mm - Nylon; NA; Diametre[voir titre] - Pas 12x175; Progalva; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_A_087; Flexible + buse de nettoyage de canalisation (20m); ; ; ; 1; 2015-10-24; 330.24; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_048; COMPRESSEUR PISTONS 5CV 50L 230V MONOPHASE; ; ; ; 1; 2000-01-01; 373.51; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_052; MARCHEPIED 4 MARCHES PRO 300 ALUMINIUM; ; ; ; 1; 2000-01-01; 117.93; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_053; COFFRET DE DEPANNAGE 1/4" et 1/2" 131 PIECES; ; ; ; 1; 2000-01-01; 202.12; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_054; Kit aiguisage de chaines de tronconeuse; 171440854; Squiller USG - MRD242TFA267; STIHL; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_055; Kit manutention des chaines de tronconeuse; NA; NA; STIHL; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_056; Tour a metaux Quantum; J210269; D210x400 vario; Quantum; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_057; Fraiseuse Optimum; J212100894; BF20L; Optimum; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_058; Poubelle avec distributeur a papier; NA; NA; NA; 2; 2000-01-01; 1; 2000-01-01; 0; NA; 1; +20 ans; 1/an; Air-RPParkingBricolage;  ; 
BRICO_I_059; Poubelle; NA; NA; NA; 2; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_060; Balai; NA; NA; NA; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_061; Pelle ramasse poussiere; NA; NA; NA; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_062; Graveur DREMEL marqueur outil; ; Engraver 290-65; DREMEL; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_063; Escabo; ; Echelle NF093; TUBESCA; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_064; Touret DINAMO; ; TM200B; SIDAMO; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_065; Boite a outils TOOLCRAFT; ; Y131; Tool Craft; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_066; 3ieme main TOOLCRAFT; ; ML100; Tool Craft; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_067; Ensemble de 5 pinces electronique; NA; NA; ESD; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_068; Kit cosses; NA; 9643; Tibelec; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_069; Kit 8 tournevis FACOM 4 plats, 2 posidrives, 2 cruciformes; NA; ANJ8PB; FACOM; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_070; Boite a embout 1/4 100pieces; NA; 911.2026; KsTools; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_071; Multimetre Chauvin Arnoux; ; CA702; Chauvin Arnoux; 1; 2000-01-01; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_I_072; PCPortable01; ; PROU 400; Toshiba; 1; 2000-01-01; 202.12; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage;  ; 
BRICO_O_001; x; NA; NA; NA; 1; 2002-10-01; 0; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PIPO_POUR_RESA_ACCESSOIRE; 
BRICO_O_021; PERFORATEUR SDS+ 800W DH24PB3LR 2 JOULES 24MM; I801790; DH24PB3LR; HITACHI; 1; 2009-11-11; 137.74; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERFOR002; 
BRICO_O_023; PERCEUSE VISSEUSE DS14DVF3LB 4V 2 BATTERIES 2 AH 34NM + LAMPE UB18D EN COFFRET MANDRIN AUTOSERRANT 13MM; J292855; DS14DVF3; HITACHI; 1; 2009-11-11; 178.41; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERVIS001; 
BRICO_O_024; PERCEUSE VISSEUSE DS14DVF3LB 4V 2 BATTERIES 2 AH 34NM + LAMPE UB18D EN COFFRET MANDRIN AUTOSERRANT 13MM; J292852; DS14DVF3; HITACHI; 1; 2009-11-11; 178.41; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERVIS002; 
BRICO_O_025; PERCEUSE VISSEUSE DS14DVF3LB 4V 2 BATTERIES 2 AH 34NM + LAMPE UB18D EN COFFRET MANDRIN AUTOSERRANT 13MM; J292874; DS14DVF3; HITACHI; 1; 2009-11-11; 178.41; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERVIS003; 
BRICO_O_026; PIQUEUR BRISE-BETON H65SB2 1340W 42 JOULES EMMANCHEMENT HEGAXONAL 30MM ERGONOMIQUE EN COFFRET; 870199; H65SB2; HITACHI; 1; 2009-11-11; 1248.36; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PIQUEU001; 
BRICO_O_027; PERFORATEUR-BURINEUR SDSmax DH38MSLA 950W 38MM 9 JOULES; 2009 C 190923; DH 38 MS; HITACHI; 1; 2009-11-11; 438.26; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERFOR004; 
BRICO_O_029; SCIE SAUTEUSE 720W CJ110MV 110MM (EN D) POIGNEE ETRIER EMMANCHEMENT RAPIDE EN COFFRET; C791659; CJ110MV; HITACHI; 1; 2009-11-11; 190.37; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIESAUT001; 
BRICO_O_030; SCIE SAUTEUSE 720W CJ110MVA 110MM POIGNEE CHAMPIGNON EMMANCHEMENT RAPIDE VITESSES VARIABLES EN COFFRET; C190663; CJ 110 MVA; HITACHI; 1; 2009-11-11; 190.37; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIESAUT002; 
BRICO_O_031; MEULEUSE 1300W G13SB3LJ DIAMETRE 125MM 11000 TRS/MN AVEC POIGNEE ANTI-VIBRATION EN COFFRET; D 990988; G 13 SB 3; HITACHI; 1; 2009-11-11; 113.82; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MEULEU001; 
BRICO_O_032; SCIE CIRCULAIRE 1200W C7BU2K LAME 190MM CAPACITE 66MM; M790078; C7BU2; HITACHI; 1; 2009-11-11; 307; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIECIR003; 
BRICO_O_033; PONCEUSE VIBRANTE DE FINITION SV 12SH; J690139; SV12SA; HITACHI; 1; 2009-11-11; 141.53; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONCEU002; 
BRICO_O_034; PONCEUSE VIBRANTE DE FINITION SV 12SG; J990118; SV12SG; HITACHI; 1; 2009-11-11; 141.53; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONCEU003; 
BRICO_O_035; MEULEUSE 2000W G23SRK DIAMETRE 230MM ERGONOMIQUE EN COFFRET; D286698; G23SR; HITACHI; 1; 2009-11-11; 170.05; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MEULEU002; 
BRICO_O_036; PONCEUSE DELTA 280W GDA 280 E AVEC PATIN+FEUTRE COFFRET; NA; GDA280E; BOSCH; 1; 2009-11-11; 137.74; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONCEU004; 
BRICO_O_037; POSTE ARC 160A + MASQUE CHAMELEON 3F ONDULEUR 160A/230V COMPATIBLE GROUPE ELECTROGENE AVEC KITARC; 2194580141; MABEO 160; MABEO INDUSTRIE; 1; 2009-11-11; 354.61; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PSOUDE001; 
BRICO_O_039; NETTOYEUR EAU FROIDE COMPACT 150 BAR 560 L/H AVEC ROTABUSE (KARCHER HD 6/15 CX+); 464289; HD 6/15 CX+; KARCHER; 1; 2009-11-11; 846.25; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NETTHP002; 
BRICO_O_040; Nettoyeur a moquette INJECTEUR EXTRACTEUR KARCHER TYPE PUZZI 100 SUPER; 206371; PUZZI 100 SUPER; KARCHER; 1; 2009-11-11; 608; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; INJEXT001; 
BRICO_O_041; Nettoyeur a moquette INJECTEUR EXTRACTEUR KARCHER TYPE PUZZI 100 SUPER; 206371; PUZZI 100 SUPER; KARCHER; 1; 2009-11-11; 608; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; INJEXT002; 
BRICO_O_043; ASPIRATEUR EAU & POUSSIERE 1380W-27L; ; ; ; 1; 2009-11-11; 234.42; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ASPIRA002; 
BRICO_O_045; LASER CHANTIER 5 POINTS GPL 5 MISE A NIVEAU AUTOMATIQUE AVEC 3 PILES 5V + SUPPORT MURAL SAC DE TRANSPORT; 983000475; GPL 5; BOSCH; 1; 2009-11-11; 227; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NLASER001; 
BRICO_O_046; TELEMETRE LASER AFFICHAGE DIGITAL AVEC 4 PILES 5V + DRAGONNE + SAC DE TRANSPORT; ; ; BOSCH; 1; 2009-11-11; 168.66; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MLASER001; 
BRICO_O_047; SCANNER MURAL D-TECT 100 AFFICHAGE DIGITAL PROFONDEUR 100MM METAUX/BOIS/PLASTIQUE; 890000464; D-TECT 100; BOSCH; 1; 2009-11-11; 661.51; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCANER001; 
BRICO_O_049; ENROULEUR 50M H05W STANDARD S CATEGORIE A; NA; H05W; BRENNENSTUHL; 1; 2009-11-11; 62.13; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ENROUL001; 
BRICO_O_050; ENROULEUR 50M H05W STANDARD S CATEGORIE A; NA; H05W; BRENNENSTUHL; 1; 2009-11-11; 62.13; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ENROUL002; 
BRICO_O_051; ENROULEUR 50M H05W STANDARD S CATEGORIE A; NA; H05W; BRENNENSTUHL; 1; 2009-11-11; 62.13; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ENROUL003; 
BRICO_O_054; PLATEAU ROULANT 600X400 HAUT. 150 CAOUTCHOUC; NA; PLATEAU ROULANT; REVERT; 1; 2009-11-11; 69.2; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DIABLE001; 
BRICO_O_055; PLATEAU ROULANT 600X400 HAUT. 150 CAOUTCHOUC; NA; PLATEAU ROULANT; REVERT; 1; 2009-11-11; 69.2; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DIABLE002; 
BRICO_O_056; DIABLE ESCALIER BAVETTE RABATTABLE ROUE EN ETOILE 250 KG; NA; DIABLE ESCALIER BAVETTE RABATTABLE; REVERT; 1; 2009-11-11; 119.22; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DIABLE003; 
BRICO_O_057; DIABLE ESCALIER BAVETTE RABATTABLE ROUE EN ETOILE 250 KG; NA; DIABLE ESCALIER BAVETTE RABATTABLE; REVERT; 1; 2009-11-11; 119.22; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DIABLE004; 
BRICO_O_058; lot de 2 ventouses 2 tetes 120mm 60 kg; NA; VENTOUSE; REVERT; 1; 2009-11-11; 42.42; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; VENTOU001; 
BRICO_O_060; TABLE A TAPISSER DIM.2000X600X80MM PLATEAU EPAISSEUR 6MM BOIS PIEDS TUBULAIRES RENFORCES AVEC REGLET; NA; TABLE A TAPISSER; REVERT; 1; 2009-11-11; 89.08; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TABTAP001; 
BRICO_O_061; TABLE A TAPISSER DIM.2000X600X80MM PLATEAU EPAISSEUR 6MM BOIS PIEDS TUBULAIRES RENFORCES AVEC REGLET; NA; TABLE A TAPISSER; REVERT; 1; 2009-11-11; 89.08; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TABTAP002; 
BRICO_O_062; Decolleuse a papier peint; BE0955572; Turbo Vapeur 2300; MILBOX; 1; 2009-11-11; 353.96; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECOLL001; 
BRICO_O_063; Decolleuse a papier peint; BE0993856; Turbo Vapeur 2300; MILBOX; 1; 2009-11-11; 353.96; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECOLL002; 
